,spy,oneq,iwm,dia
2006-10-13,393.79,130.03,208.84,177.5
2006-10-16,394.39,130.5,210.08,177.69
2006-10-17,393.15,129.32,209.03,177.4
2006-10-18,393.67,129.09,209.06,177.89
2006-10-19,394.31,129.27,210.08,178.26
2006-10-20,394.39,129.12,208.01,178.15
2006-10-23,396.21,130.03,208.42,179.55
2006-10-24,397.39,129.51,208.84,180.05
2006-10-25,398.75,130.06,210.21,180.32
2006-10-26,399.98,131.35,211.97,180.38
2006-10-27,397.48,129.75,209.5,179.53
2006-10-30,397.19,130.41,210.41,179.4
2006-10-31,397.13,130.62,209.75,179.34
2006-11-01,394.45,128.67,205.21,178.64
2006-11-02,394.22,128.88,204.9,178.25
2006-11-03,393.53,128.8,205.89,177.93
2006-11-06,397.97,130.72,208.29,179.75
2006-11-07,399.49,131.1,209.66,180.56
2006-11-08,400.36,131.69,210.74,180.97
2006-11-09,398.26,131.28,208.81,179.98
2006-11-10,398.43,131.98,210.54,179.9
2006-11-13,399.41,132.95,210.85,180.26
2006-11-14,402.41,134.36,214.92,181.7
2006-11-15,403.56,135.14,216.54,182.25
2006-11-16,404.6,135.38,216.38,183.25
2006-11-17,404.71,135.04,216.24,183.57
2006-11-20,404.94,135.48,216.54,183.38
2006-11-21,405.35,135.59,216.9,183.41
2006-11-22,406.15,136.29,217.15,183.56
2006-11-23,406.15,136.29,217.15,183.56
2006-11-24,404.51,136.1,216.16,182.71
2006-11-27,398.95,133.04,211.31,180.37
2006-11-28,400.68,133.25,212.03,180.59
2006-11-29,404.86,134.4,214.78,182.19
2006-11-30,405.03,134.3,214.81,182.11
2006-12-01,404.14,133.35,214.01,181.77
2006-12-04,407.22,135.36,218.25,182.89
2006-12-05,408.98,135.48,218.41,183.72
2006-12-06,408.63,135.21,217.67,183.41
2006-12-07,406.84,134.34,216.73,182.83
2006-12-08,407.59,134.5,216.76,183.18
2006-12-11,408.78,134.97,217.31,183.69
2006-12-12,408.46,134.24,216.13,183.47
2006-12-13,408.89,134.38,216.4,183.7
2006-12-14,412.49,135.62,217.28,185.02
2006-12-15,412.53,135.84,217.09,185.39
2006-12-18,411.4,134.64,214.37,185.49
2006-12-19,412.18,134.31,214.23,185.73
2006-12-20,411.95,134.31,215.47,185.79
2006-12-21,410.44,133.45,214.47,185.15
2006-12-22,407.92,132.79,213.06,183.94
2006-12-25,407.92,132.79,213.06,183.94
2006-12-26,410.33,133.47,216.1,185.12
2006-12-27,413.02,134.55,218.67,186.55
2006-12-28,412.15,134.07,217.68,186.36
2006-12-29,410.44,133.61,215.6,185.78
2007-01-01,410.44,133.61,215.6,185.78
2007-01-02,410.44,133.61,215.6,185.78
2007-01-03,409.72,133.78,215.96,185.87
2007-01-04,410.59,135.58,216.54,186.18
2007-01-05,407.31,134.47,212.01,184.78
2007-01-08,409.2,134.72,211.18,185.37
2007-01-09,408.85,135.26,213.17,185.27
2007-01-10,410.21,135.8,214.83,185.81
2007-01-11,412.01,137.25,216.16,186.64
2007-01-12,415.14,138.23,218.23,187.64
2007-01-15,415.14,138.23,218.23,187.64
2007-01-16,414.33,138.09,216.76,187.7
2007-01-17,414.5,137.02,215.83,187.78
2007-01-18,413.11,135.1,214.03,187.42
2007-01-19,413.92,135.41,214.86,187.6
2007-01-22,412.65,134.38,213.28,186.4
2007-01-23,413.86,134.42,215.3,187.27
2007-01-24,417.2,136.21,217.65,188.37
2007-01-25,412.3,134.41,214.91,186.73
2007-01-26,412.01,134.71,215.71,186.43
2007-01-29,411.69,134.66,217.59,186.51
2007-01-30,413.83,135.14,218.78,187.01
2007-01-31,416.62,136.04,219.25,188.63
2007-02-01,419.11,136.84,221.6,189.37
2007-02-02,419.69,136.84,221.74,189.06
2007-02-05,419.8,136.57,221.71,189.29
2007-02-06,419.92,136.57,222.26,189.24
2007-02-07,420.85,137.5,224.31,189.45
2007-02-08,420.3,137.49,223.95,188.97
2007-02-09,417.17,135.9,221.66,188.09
2007-02-12,415.75,135.23,221.1,187.66
2007-02-13,419.25,135.91,222.93,189.21
2007-02-14,422.01,137.46,223.12,190.48
2007-02-15,422.56,138.08,223.18,190.91
2007-02-16,422.35,138.04,224.28,190.96
2007-02-19,422.35,138.04,224.28,190.96
2007-02-20,423.25,138.88,226.3,191.09
2007-02-21,423.08,139.19,226.85,190.66
2007-02-22,422.76,139.41,227.65,189.79
2007-02-23,421.11,139.19,226.44,189.22
2007-02-26,420.73,138.46,225.88,189.12
2007-02-27,404.3,133.33,215.66,182.02
2007-02-28,408.44,133.41,217.81,183.61
2007-03-01,407.23,132.84,216.71,183.28
2007-03-02,401.89,130.76,212.21,181.06
2007-03-05,398.07,129.52,207.7,180.08
2007-03-06,404.88,131.73,212.95,182.71
2007-03-07,404.47,131.28,212.68,182.62
2007-03-08,407.89,131.89,215.55,183.82
2007-03-09,408.01,132.05,216.24,184.1
2007-03-12,408.62,132.7,216.63,184.34
2007-03-13,400.68,129.98,211.07,181.15
2007-03-14,403.66,131.04,213.45,182.11
2007-03-15,404.21,131.53,214.97,182.31
2007-03-16,403.09,131.02,213.78,181.61
2007-03-19,407.94,132.16,216.21,183.46
2007-03-20,410.19,132.99,217.84,184.27
2007-03-21,416.94,135.57,221.99,186.47
2007-03-22,416.62,135.48,221.79,186.71
2007-03-23,417.23,135.44,222.13,187.07
2007-03-26,416.67,135.65,221.53,186.58
2007-03-27,415.68,134.81,220.45,185.87
2007-03-28,412.66,133.91,219.31,184.54
2007-03-29,413.09,133.6,219.2,184.99
2007-03-30,413.18,133.85,220.11,185.42
2007-04-02,413.65,133.91,220.78,185.51
2007-04-03,418.1,135.48,222.94,187.52
2007-04-04,418.57,135.75,223.05,187.81
2007-04-05,419.7,136.45,222.69,188.23
2007-04-06,419.7,136.45,222.69,188.23
2007-04-09,420.28,136.55,223.05,188.51
2007-04-10,420.78,136.95,223.69,188.42
2007-04-11,419.06,135.76,222.3,187.39
2007-04-12,420.92,137.06,223.8,188.15
2007-04-13,422.84,137.72,225.35,189.26
2007-04-16,426.86,139.13,228.25,190.6
2007-04-17,427.99,139.1,227.73,191.67
2007-04-18,428.52,138.99,226.4,192.1
2007-04-19,428.4,138.45,225.24,192.39
2007-04-20,432.44,139.75,227.87,194.55
2007-04-23,430.82,139.55,227.59,193.95
2007-04-24,430.99,139.61,227.81,194.42
2007-04-25,434.95,140.82,228.47,196.13
2007-04-26,435.44,141.39,230.25,197.0
2007-04-27,435.09,141.49,228.34,197.05
2007-04-30,431.48,139.72,223.52,196.21
2007-05-01,432.59,139.87,224.63,197.14
2007-05-02,435.12,141.52,227.42,198.41
2007-05-03,437.48,141.79,227.81,198.79
2007-05-04,439.14,142.12,229.42,199.31
2007-05-07,439.22,142.05,228.64,199.76
2007-05-08,438.64,142.05,227.81,199.88
2007-05-09,439.84,142.39,228.72,200.56
2007-05-10,435.24,140.21,225.73,198.95
2007-05-11,438.96,141.6,227.84,200.55
2007-05-14,438.0,140.8,226.18,200.79
2007-05-15,438.12,139.53,224.18,201.39
2007-05-16,441.12,140.8,225.43,202.89
2007-05-17,440.24,140.55,223.63,202.6
2007-05-18,444.08,141.32,226.26,203.99
2007-05-21,443.85,142.5,229.11,203.54
2007-05-22,443.5,143.04,230.69,203.48
2007-05-23,443.56,142.81,229.78,203.54
2007-05-24,439.54,140.27,227.01,202.32
2007-05-25,441.38,141.43,228.39,203.07
2007-05-28,441.38,141.43,228.39,203.07
2007-05-29,442.98,142.18,230.69,203.57
2007-05-30,446.59,143.39,231.99,205.16
2007-05-31,446.12,143.91,233.1,205.18
2007-06-01,448.33,144.63,234.48,205.66
2007-06-04,448.39,144.71,234.73,205.59
2007-06-05,446.61,144.44,233.79,204.71
2007-06-06,441.81,143.35,231.19,202.47
2007-06-07,433.84,140.84,226.56,199.52
2007-06-08,439.49,142.19,229.36,201.88
2007-06-11,440.24,142.17,229.42,202.09
2007-06-12,435.44,140.97,225.65,200.11
2007-06-13,441.96,142.67,228.64,202.94
2007-06-14,444.78,143.7,230.72,204.29
2007-06-15,447.3,145.35,233.46,205.28
2007-06-18,446.77,145.51,233.01,204.91
2007-06-19,447.88,145.24,233.62,205.4
2007-06-20,441.66,143.95,229.58,203.26
2007-06-21,444.12,144.71,231.13,204.05
2007-06-22,439.94,143.06,229.55,201.94
2007-06-25,437.83,142.32,228.36,201.41
2007-06-26,433.33,142.35,226.29,200.17
2007-06-27,439.5,144.23,231.3,202.16
2007-06-28,439.44,144.37,231.38,202.12
2007-06-29,439.59,143.81,230.1,202.28
2007-07-02,443.56,145.61,232.96,203.9
2007-07-03,445.17,146.05,233.99,204.53
2007-07-04,445.17,146.05,233.99,204.53
2007-07-05,444.7,147.08,234.29,204.33
2007-07-06,447.04,147.45,235.21,205.19
2007-07-09,447.1,147.64,237.81,205.72
2007-07-10,441.02,146.01,230.8,203.52
2007-07-11,444.14,146.47,232.52,204.85
2007-07-12,451.16,149.33,235.26,208.52
2007-07-13,452.5,149.71,235.59,209.38
2007-07-16,452.44,149.23,234.32,210.21
2007-07-17,452.21,149.95,234.57,210.72
2007-07-18,451.39,149.06,233.65,210.02
2007-07-19,453.14,150.69,234.6,210.86
2007-07-20,448.56,148.57,230.77,209.07
2007-07-23,449.93,148.78,230.16,210.08
2007-07-24,442.13,145.94,224.67,207.16
2007-07-25,443.03,146.44,223.83,207.5
2007-07-26,432.54,143.81,217.62,203.29
2007-07-27,424.04,141.97,212.55,199.37
2007-07-30,430.67,142.57,216.23,201.53
2007-07-31,425.82,140.62,213.85,199.46
2007-08-01,427.9,141.28,215.01,201.33
2007-08-02,431.32,142.46,216.71,203.4
2007-08-03,420.21,138.94,209.08,199.49
2007-08-06,427.25,140.76,210.88,202.52
2007-08-07,431.81,141.84,214.13,203.81
2007-08-08,437.83,144.39,220.64,206.07
2007-08-09,424.86,141.73,215.49,200.39
2007-08-10,422.87,140.78,216.51,199.11
2007-08-13,424.39,141.0,215.43,199.47
2007-08-14,417.9,138.45,211.66,196.92
2007-08-15,412.15,136.05,208.58,194.45
2007-08-16,415.24,135.72,212.88,194.9
2007-08-17,422.87,138.29,217.48,197.44
2007-08-20,422.67,138.79,217.65,198.06
2007-08-21,423.51,139.5,218.26,197.64
2007-08-22,428.54,141.23,220.87,200.08
2007-08-23,428.16,140.66,218.04,199.89
2007-08-24,433.45,142.67,220.87,202.12
2007-08-27,429.42,141.73,218.04,201.33
2007-08-28,419.98,138.52,212.32,197.35
2007-08-29,428.22,141.78,217.9,200.76
2007-08-30,427.08,142.15,216.43,200.5
2007-08-31,431.29,144.04,218.4,201.76
2007-09-03,431.29,144.04,218.4,201.76
2007-09-04,435.64,145.67,221.2,203.18
2007-09-05,431.87,144.54,219.15,201.48
2007-09-06,432.86,144.77,219.2,201.95
2007-09-07,426.84,142.07,215.4,198.91
2007-09-10,426.03,142.03,212.93,198.78
2007-09-11,430.99,143.73,216.32,201.27
2007-09-12,432.1,143.49,215.12,201.53
2007-09-13,435.14,144.0,215.51,203.12
2007-09-14,435.11,144.12,216.6,203.36
2007-09-17,432.78,143.11,214.29,202.75
2007-09-18,445.52,146.82,223.33,207.73
2007-09-19,448.15,147.52,226.36,208.95
2007-09-20,444.99,147.03,224.08,208.26
2007-09-21,446.19,147.85,224.56,208.92
2007-09-24,445.36,147.68,222.84,208.39
2007-09-25,444.48,148.3,221.93,208.65
2007-09-26,446.83,149.44,223.96,209.87
2007-09-27,449.47,150.02,225.22,210.78
2007-09-28,447.98,149.46,222.55,210.45
2007-10-01,453.03,151.64,228.08,213.01
2007-10-02,452.41,152.0,229.55,212.28
2007-10-03,451.5,151.09,228.89,211.51
2007-10-04,452.21,151.29,229.41,211.36
2007-10-05,457.58,153.72,233.92,213.13
2007-10-08,455.14,154.22,232.17,212.49
2007-10-09,459.43,155.13,234.06,214.48
2007-10-10,458.66,155.59,233.86,213.21
2007-10-11,456.46,153.43,231.22,212.42
2007-10-12,458.99,154.97,233.06,213.8
2007-10-15,455.11,153.34,230.36,212.13
2007-10-16,451.5,153.01,227.83,210.83
2007-10-17,452.88,154.36,228.66,210.83
2007-10-18,451.24,154.97,228.33,210.28
2007-10-19,439.43,150.84,219.9,204.65
2007-10-22,441.99,152.39,224.55,205.44
2007-10-23,445.57,154.86,226.27,206.91
2007-10-24,444.75,152.91,224.81,207.03
2007-10-25,445.8,152.39,224.27,207.64
2007-10-26,451.03,155.02,228.02,209.23
2007-10-29,452.53,155.67,227.77,210.29
2007-10-30,449.39,155.91,225.97,209.03
2007-10-31,454.05,157.93,228.89,210.75
2007-11-01,443.43,154.62,220.04,206.05
2007-11-02,443.93,155.42,221.13,206.35
2007-11-05,440.55,154.69,218.21,205.08
2007-11-06,446.48,156.34,222.32,207.05
2007-11-07,434.27,152.27,215.43,202.25
2007-11-08,432.06,149.2,216.07,200.89
2007-11-09,426.13,145.52,213.68,197.64
2007-11-12,421.91,143.18,211.62,196.82
2007-11-13,434.77,147.89,218.17,201.94
2007-11-14,433.56,146.19,217.32,201.28
2007-11-15,427.31,144.99,213.73,199.4
2007-11-16,428.04,146.88,211.79,199.93
2007-11-19,422.08,143.59,207.59,197.13
2007-11-20,424.67,143.37,208.56,198.24
2007-11-21,415.97,141.87,204.36,194.38
2007-11-22,415.97,141.87,204.36,194.38
2007-11-23,423.17,143.69,208.7,196.86
2007-11-26,413.83,140.69,203.03,193.88
2007-11-27,418.59,142.73,205.61,196.71
2007-11-28,431.98,146.5,213.4,202.04
2007-11-29,432.12,147.63,211.9,202.56
2007-11-30,436.47,146.84,212.93,204.07
2007-12-03,433.59,146.12,210.62,202.78
2007-12-04,429.72,145.06,208.53,201.44
2007-12-05,436.91,147.68,212.54,204.51
2007-12-06,443.16,149.94,217.57,206.99
2007-12-07,443.07,149.88,217.87,207.46
2007-12-10,446.51,150.56,219.96,209.0
2007-12-11,434.27,147.09,212.23,204.43
2007-12-12,438.55,147.81,213.84,205.35
2007-12-13,437.64,147.77,212.68,205.35
2007-12-14,432.09,146.03,208.53,202.99
2007-12-17,425.93,142.78,205.34,200.68
2007-12-18,428.31,143.88,209.01,201.62
2007-12-19,428.31,144.09,210.28,201.19
2007-12-20,431.01,146.29,213.65,201.86
2007-12-21,437.19,147.48,218.54,204.83
2007-12-24,440.44,150.34,220.13,206.31
2007-12-25,440.44,150.34,220.13,206.31
2007-12-26,441.38,150.88,221.16,206.48
2007-12-27,435.83,148.4,215.92,203.82
2007-12-28,434.74,148.21,213.61,203.41
2007-12-31,431.52,146.89,211.82,202.1
2008-01-01,431.52,146.89,211.82,202.1
2008-01-02,427.74,144.66,209.7,199.17
2008-01-03,427.54,144.05,207.38,199.34
2008-01-04,417.06,138.82,201.13,195.42
2008-01-07,416.71,138.51,201.58,195.25
2008-01-08,409.98,135.2,195.36,191.88
2008-01-09,414.29,136.9,197.34,193.58
2008-01-10,417.0,137.67,199.96,194.89
2008-01-11,413.64,135.23,195.92,192.4
2008-01-14,416.97,137.24,197.53,194.42
2008-01-15,407.79,133.97,194.02,191.05
2008-01-16,404.28,132.77,194.1,190.05
2008-01-17,393.8,130.07,189.39,185.66
2008-01-18,389.76,129.55,187.55,184.05
2008-01-21,389.76,129.55,187.55,184.05
2008-01-22,385.8,127.03,186.21,181.99
2008-01-23,395.07,128.39,192.57,187.3
2008-01-24,398.41,130.75,192.43,188.41
2008-01-25,392.65,129.02,191.03,186.52
2008-01-28,399.15,130.01,195.08,188.57
2008-01-29,401.12,130.28,195.58,190.11
2008-01-30,398.17,130.1,193.13,188.95
2008-01-31,405.43,132.09,197.93,192.34
2008-02-01,411.95,133.57,202.64,194.52
2008-02-04,406.76,131.97,200.3,192.38
2008-02-05,395.87,128.09,195.16,187.7
2008-02-06,392.68,126.21,192.4,186.63
2008-02-07,395.28,126.93,195.61,187.35
2008-02-08,392.74,127.62,194.38,185.85
2008-02-11,394.75,128.49,194.13,186.72
2008-02-12,398.41,128.52,196.45,188.93
2008-02-13,402.48,131.35,200.46,191.21
2008-02-14,398.94,129.18,195.8,189.3
2008-02-15,398.85,128.68,194.94,188.62
2008-02-18,398.85,128.68,194.94,188.62
2008-02-19,399.97,127.68,197.34,189.15
2008-02-20,401.15,128.6,197.45,189.78
2008-02-21,397.82,127.34,193.6,188.42
2008-02-22,400.27,127.09,193.54,189.34
2008-02-25,405.31,128.94,197.45,192.05
2008-02-26,408.35,129.98,199.29,193.94
2008-02-27,407.94,130.42,199.21,193.97
2008-02-28,403.96,129.19,196.2,192.46
2008-02-29,394.95,126.1,192.12,188.13
2008-03-03,394.01,125.29,190.28,187.35
2008-03-04,392.5,125.21,189.16,187.2
2008-03-05,394.98,125.83,190.98,187.92
2008-03-06,386.81,123.07,184.62,184.75
2008-03-07,382.82,122.69,184.03,181.89
2008-03-10,377.78,120.24,179.96,180.44
2008-03-11,391.35,124.82,187.77,186.68
2008-03-12,387.69,124.29,185.59,185.67
2008-03-13,388.55,125.93,189.39,185.84
2008-03-14,382.53,122.96,184.53,183.56
2008-03-17,378.66,120.89,181.52,183.66
2008-03-18,394.39,125.81,189.86,189.72
2008-03-19,384.62,123.0,184.98,185.73
2008-03-20,391.71,125.36,188.27,188.74
2008-03-21,391.71,125.36,188.27,188.74
2008-03-24,399.54,129.01,195.58,192.15
2008-03-25,399.93,129.86,196.23,191.83
2008-03-26,395.04,129.11,194.6,189.98
2008-03-27,393.79,126.79,193.07,188.8
2008-03-28,390.02,125.49,190.55,187.39
2008-03-31,391.39,126.51,190.83,187.65
2008-04-01,405.15,131.06,197.82,193.27
2008-04-02,405.42,131.18,198.29,193.46
2008-04-03,406.42,131.29,198.82,193.67
2008-04-04,405.98,131.64,198.85,193.32
2008-04-07,406.19,131.35,198.29,193.24
2008-04-08,405.77,130.44,198.46,193.37
2008-04-09,402.83,128.74,195.08,192.63
2008-04-10,403.4,130.67,196.92,193.09
2008-04-11,395.57,127.25,192.09,189.09
2008-04-14,394.23,126.42,191.5,188.83
2008-04-15,395.15,126.89,192.84,189.3
2008-04-16,405.86,130.47,198.96,194.15
2008-04-17,406.45,130.11,198.18,194.24
2008-04-18,410.69,133.33,200.28,196.26
2008-04-21,410.9,133.75,200.31,196.52
2008-04-22,409.09,131.95,197.01,195.5
2008-04-23,408.44,133.46,197.15,195.4
2008-04-24,410.22,134.8,199.05,196.63
2008-04-25,414.02,134.56,200.92,197.7
2008-04-28,414.1,134.36,202.26,197.68
2008-04-29,412.47,134.82,200.47,196.75
2008-04-30,410.04,133.95,199.52,196.76
2008-05-01,418.52,137.82,203.3,199.48
2008-05-02,419.68,137.39,202.65,200.66
2008-05-05,417.66,136.85,201.95,198.97
2008-05-06,421.28,138.04,203.6,199.93
2008-05-07,413.78,135.6,199.97,197.09
2008-05-08,412.89,136.22,200.39,196.84
2008-05-09,411.94,135.79,199.8,195.7
2008-05-12,416.57,138.18,204.19,197.64
2008-05-13,416.63,138.72,205.36,197.1
2008-05-14,417.49,138.85,205.11,198.01
2008-05-15,422.71,140.79,205.53,199.62
2008-05-16,423.09,140.53,206.65,199.43
2008-05-19,424.25,139.8,206.7,200.4
2008-05-20,420.81,138.38,205.95,197.45
2008-05-21,413.69,136.03,203.02,193.98
2008-05-22,413.75,136.97,204.47,193.92
2008-05-23,408.2,135.83,201.79,191.75
2008-05-26,408.2,135.83,201.79,191.75
2008-05-27,411.23,137.9,204.89,193.01
2008-05-28,413.13,138.14,205.84,193.64
2008-05-29,415.2,139.56,207.93,194.24
2008-05-30,416.24,140.16,208.66,194.09
2008-06-02,411.94,138.59,206.76,192.6
2008-06-03,409.54,137.93,206.34,190.75
2008-06-04,409.33,139.26,207.63,190.8
2008-06-05,417.52,141.78,212.94,194.06
2008-06-06,404.2,137.69,206.56,187.92
2008-06-09,405.18,136.98,205.89,189.21
2008-06-10,403.16,136.12,204.39,189.21
2008-06-11,397.23,133.22,200.84,186.27
2008-06-12,398.74,133.88,201.26,187.17
2008-06-13,403.78,136.4,204.89,189.43
2008-06-16,404.02,137.52,206.17,188.75
2008-06-17,402.06,136.69,206.01,187.63
2008-06-18,398.15,135.23,204.36,185.17
2008-06-19,398.65,136.87,206.06,185.63
2008-06-20,392.22,133.82,202.79,182.36
2008-06-23,391.83,132.71,200.89,182.5
2008-06-24,391.05,131.74,197.57,181.9
2008-06-25,392.9,133.61,199.8,181.85
2008-06-26,382.23,129.34,194.66,176.86
2008-06-27,380.14,128.78,194.77,174.99
2008-06-30,381.48,127.43,192.96,174.93
2008-07-01,382.68,128.18,193.1,175.47
2008-07-02,376.12,125.23,187.69,172.97
2008-07-03,376.51,124.81,186.04,174.36
2008-07-04,376.51,124.81,186.04,174.36
2008-07-07,372.66,124.7,184.27,173.06
2008-07-08,379.28,127.67,190.95,175.42
2008-07-09,371.98,124.6,185.84,172.22
2008-07-10,373.5,125.6,187.67,173.08
2008-07-11,369.14,124.65,188.7,171.2
2008-07-14,365.81,123.31,185.59,170.43
2008-07-15,360.65,123.33,184.8,168.58
2008-07-16,369.5,127.25,191.59,173.0
2008-07-17,373.2,128.61,191.87,176.04
2008-07-18,375.52,127.05,193.22,177.54
2008-07-21,375.73,126.89,195.58,177.08
2008-07-22,379.99,128.2,200.49,178.7
2008-07-23,382.05,129.44,201.78,179.52
2008-07-24,374.12,127.05,196.67,175.46
2008-07-25,374.03,128.71,198.27,174.79
2008-07-28,368.55,126.08,194.9,171.97
2008-07-29,376.42,129.13,199.67,175.84
2008-07-30,383.12,129.63,200.88,178.89
2008-07-31,378.06,129.44,200.06,175.61
2008-08-01,376.06,128.78,200.32,174.72
2008-08-04,372.57,127.23,198.47,174.18
2008-08-05,382.62,130.8,201.86,179.18
2008-08-06,384.32,132.45,202.87,179.92
2008-08-07,378.59,131.16,199.84,176.99
2008-08-08,385.63,134.35,205.11,180.63
2008-08-11,389.62,136.05,210.02,181.95
2008-08-12,385.57,135.48,208.45,180.05
2008-08-13,383.24,135.47,209.21,178.24
2008-08-14,386.13,136.79,211.23,179.8
2008-08-15,388.01,136.67,210.67,180.37
2008-08-18,382.71,134.63,207.95,177.78
2008-08-19,378.53,132.9,204.5,175.66
2008-08-20,380.29,133.29,204.78,176.51
2008-08-21,380.95,132.45,202.42,176.53
2008-08-22,386.46,134.5,206.68,180.04
2008-08-25,378.62,131.91,202.14,176.22
2008-08-26,379.73,131.73,202.45,176.56
2008-08-27,383.42,132.61,204.86,178.0
2008-08-28,388.07,134.33,209.01,181.29
2008-08-29,383.9,131.87,207.22,178.69
2008-09-01,383.9,131.87,207.22,178.69
2008-09-02,381.51,131.0,207.16,178.25
2008-09-03,381.19,130.18,208.0,178.79
2008-09-04,369.71,125.46,201.47,173.66
2008-09-05,370.87,125.7,200.96,173.9
2008-09-08,378.53,126.59,203.32,178.25
2008-09-09,367.3,123.32,198.63,174.17
2008-09-10,368.79,124.23,200.49,174.9
2008-09-11,374.12,125.87,201.75,177.78
2008-09-12,375.85,125.97,202.67,177.67
2008-09-15,357.97,122.06,193.58,169.95
2008-09-16,363.96,122.88,199.17,171.28
2008-09-17,347.59,117.4,190.19,165.24
2008-09-18,357.91,122.03,201.41,170.21
2008-09-19,372.04,126.2,210.39,176.3
2008-09-22,363.62,121.49,201.83,171.54
2008-09-23,355.34,120.24,199.14,168.43
2008-09-24,356.48,120.51,196.61,168.12
2008-09-25,362.06,122.1,197.63,171.18
2008-09-26,362.24,121.97,198.55,172.55
2008-09-29,333.85,112.39,182.87,162.61
2008-09-30,347.67,117.78,191.16,168.21
2008-10-01,347.88,115.6,188.4,168.74
2008-10-02,335.26,110.63,178.73,163.42
2008-10-03,330.73,108.56,176.26,160.2
2008-10-06,313.89,107.48,167.88,155.08
2008-10-07,299.83,99.8,156.86,147.58
2008-10-08,292.28,98.06,153.1,141.89
2008-10-09,271.86,94.11,140.53,132.8
2008-10-10,265.27,92.17,147.45,130.01
2008-10-13,303.79,101.89,160.18,147.52
2008-10-14,299.29,99.65,155.68,145.41
2008-10-15,269.83,95.63,141.71,131.75
2008-10-16,281.07,95.69,150.99,139.51
2008-10-17,279.39,95.39,147.45,136.14
2008-10-20,296.17,98.67,153.74,145.06
2008-10-21,287.33,94.44,149.5,140.55
2008-10-22,271.68,90.15,141.99,132.96
2008-10-23,274.83,89.67,137.72,136.84
2008-10-24,260.89,87.43,132.6,129.22
2008-10-27,251.63,84.39,126.11,124.81
2008-10-28,281.04,91.53,136.2,141.73
2008-10-29,279.0,92.99,136.9,138.64
2008-10-30,288.65,94.16,144.58,143.85
2008-10-31,290.24,95.7,151.1,145.4
2008-11-03,291.08,96.81,151.3,145.3
2008-11-04,300.97,99.07,153.04,149.62
2008-11-05,288.32,93.87,145.03,142.84
2008-11-06,272.34,90.13,139.41,135.5
2008-11-07,281.34,91.66,142.3,140.16
2008-11-10,277.65,89.9,139.01,138.3
2008-11-11,269.08,88.75,136.0,134.91
2008-11-12,257.24,83.8,128.08,129.22
2008-11-13,273.27,88.83,138.62,137.94
2008-11-14,259.64,85.07,128.3,130.97
2008-11-17,256.19,82.31,127.21,129.0
2008-11-18,261.01,81.99,126.59,131.16
2008-11-19,244.29,78.05,116.27,124.97
2008-11-20,226.15,73.27,108.31,118.28
2008-11-21,238.35,77.48,114.25,125.78
2008-11-24,254.87,81.36,122.29,131.03
2008-11-25,256.76,81.43,124.31,132.45
2008-11-26,266.68,85.12,131.76,136.15
2008-11-27,266.68,85.12,131.76,136.15
2008-11-28,270.04,84.76,133.08,137.9
2008-12-01,246.12,78.12,118.13,127.53
2008-12-02,255.59,80.72,124.34,131.75
2008-12-03,261.73,83.3,128.11,134.37
2008-12-04,255.68,80.75,123.86,130.78
2008-12-05,263.56,84.04,129.6,135.23
2008-12-08,272.76,87.68,135.33,139.18
2008-12-09,268.27,86.54,131.14,136.04
2008-12-10,270.1,87.51,134.23,136.87
2008-12-11,263.59,84.49,127.43,134.09
2008-12-12,266.74,86.14,131.82,134.87
2008-12-15,263.02,84.21,127.57,134.29
2008-12-16,275.4,88.83,135.86,139.88
2008-12-17,272.73,88.42,137.1,137.98
2008-12-18,267.64,86.66,136.23,134.87
2008-12-19,266.5,87.63,136.9,133.72
2008-12-22,263.08,85.89,134.26,133.1
2008-12-23,260.36,85.12,132.32,131.7
2008-12-24,261.87,85.46,132.81,132.35
2008-12-25,261.87,85.46,132.81,132.35
2008-12-26,263.38,85.45,134.7,133.27
2008-12-29,262.63,84.47,132.64,133.02
2008-12-30,268.85,86.93,136.32,135.79
2008-12-31,272.69,88.43,139.49,137.11
2009-01-01,272.69,88.43,139.49,137.11
2009-01-02,280.91,91.73,142.27,141.31
2009-01-05,280.58,90.99,142.78,140.52
2009-01-06,282.45,92.87,145.19,141.23
2009-01-07,273.99,89.78,140.91,137.64
2009-01-08,275.12,90.4,141.59,136.97
2009-01-09,269.22,88.2,136.35,134.95
2009-01-12,262.75,86.03,132.3,132.83
2009-01-13,263.23,86.27,134.05,132.25
2009-01-14,254.95,83.74,128.16,128.59
2009-01-15,255.04,84.18,130.23,128.74
2009-01-16,257.04,85.99,131.67,129.76
2009-01-19,257.04,85.99,131.67,129.76
2009-01-20,243.47,81.38,122.75,124.62
2009-01-21,253.99,84.45,128.87,129.06
2009-01-22,250.06,82.09,125.13,127.36
2009-01-23,251.15,82.91,125.75,126.36
2009-01-26,252.87,83.5,127.17,127.22
2009-01-27,255.44,84.4,128.56,127.91
2009-01-28,264.08,86.92,133.85,131.31
2009-01-29,255.5,84.92,128.61,127.94
2009-01-30,250.3,83.21,126.01,125.67
2009-02-02,249.54,83.7,127.03,124.47
2009-02-03,253.05,84.71,127.93,126.53
2009-02-04,251.81,84.86,127.0,125.05
2009-02-05,255.56,86.26,128.47,126.4
2009-02-06,262.84,88.98,133.03,130.03
2009-02-09,263.2,88.91,132.44,129.86
2009-02-10,251.15,85.32,126.32,124.27
