,spy,oneq,iwm,dia
2011-06-13,404.37,150.33,226.67,200.18
2011-06-14,409.5,152.49,231.54,202.26
2011-06-15,402.22,150.0,227.4,199.21
2011-06-16,403.1,149.21,227.92,200.3
2011-06-17,404.3,149.12,227.98,201.0
2011-06-20,406.37,149.45,230.08,202.34
2011-06-21,411.94,153.09,235.06,204.1
2011-06-22,409.45,152.29,233.26,202.79
2011-06-23,408.28,153.04,234.16,201.97
2011-06-24,403.53,151.17,232.96,200.09
2011-06-27,407.13,152.99,234.77,201.77
2011-06-28,412.45,155.4,238.41,204.14
2011-06-29,415.98,156.09,239.55,205.55
2011-06-30,419.96,157.95,241.3,207.86
2011-07-01,426.16,160.62,245.06,210.8
2011-07-04,426.16,160.62,245.06,210.8
2011-07-05,425.81,160.94,245.65,210.65
2011-07-06,426.32,161.4,246.64,211.66
2011-07-07,430.74,163.85,250.35,213.35
2011-07-08,427.69,163.14,248.83,212.16
2011-07-11,419.96,159.29,243.54,209.74
2011-07-12,418.14,159.26,242.17,208.7
2011-07-13,419.54,159.13,244.33,209.49
2011-07-14,416.65,157.62,240.44,208.5
2011-07-15,419.06,158.81,242.05,209.28
2011-07-18,415.63,157.77,238.16,207.7
2011-07-19,422.37,160.92,243.54,211.07
2011-07-20,422.12,160.66,243.13,210.79
2011-07-21,427.97,161.6,245.35,213.43
2011-07-22,428.26,162.78,245.68,212.7
2011-07-25,425.87,162.04,242.78,211.29
2011-07-26,424.28,161.81,240.94,209.73
2011-07-27,415.6,157.71,233.75,206.39
2011-07-28,414.39,157.52,233.37,205.45
2011-07-29,411.55,157.01,233.08,203.51
2011-08-01,409.8,156.33,231.56,203.48
2011-08-02,399.33,152.15,224.34,199.03
2011-08-03,401.5,153.48,225.83,199.6
2011-08-04,382.69,146.06,212.21,191.05
2011-08-05,382.12,144.52,208.5,191.95
2011-08-08,357.23,134.99,190.34,181.57
2011-08-09,373.84,140.94,203.03,188.8
2011-08-10,357.33,136.09,193.09,180.06
2011-08-11,373.37,142.85,202.74,186.91
2011-08-12,375.88,143.19,203.99,189.52
2011-08-15,383.84,145.53,209.75,192.9
2011-08-16,380.56,144.44,205.89,191.67
2011-08-17,380.81,143.35,205.95,191.97
2011-08-18,364.39,136.19,194.23,184.93
2011-08-19,358.44,133.79,190.81,182.01
2011-08-22,358.73,133.61,190.14,182.66
2011-08-23,370.54,138.95,199.32,187.84
2011-08-24,375.75,140.75,202.27,190.51
2011-08-25,370.03,138.37,197.3,187.66
2011-08-26,375.4,141.36,202.01,190.09
2011-08-29,386.19,146.12,211.56,194.2
2011-08-30,387.21,147.98,212.79,194.56
2011-08-31,388.93,147.69,212.35,195.57
2011-09-01,384.86,145.19,207.79,193.75
2011-09-02,375.02,141.45,200.11,189.38
2011-09-05,375.02,141.45,200.11,189.38
2011-09-06,372.29,141.36,199.55,187.57
2011-09-07,382.79,145.25,207.09,192.18
2011-09-08,378.81,144.23,203.29,190.37
2011-09-09,368.88,140.19,197.3,185.23
2011-09-12,371.27,142.27,199.0,186.39
2011-09-13,374.67,144.49,202.21,187.08
2011-09-14,379.86,146.99,205.84,189.58
2011-09-15,386.41,148.58,208.73,192.72
2011-09-16,388.69,149.42,209.05,194.08
2011-09-19,384.82,149.16,205.31,192.16
2011-09-20,384.37,148.0,202.12,192.43
2011-09-21,373.05,145.07,194.64,187.47
2011-09-22,360.99,140.49,189.2,180.92
2011-09-23,363.17,141.47,191.13,181.56
2011-09-26,371.8,143.52,194.74,186.28
2011-09-27,375.96,145.07,198.94,188.76
2011-09-28,368.3,142.33,191.31,185.58
2011-09-29,371.19,141.26,194.62,188.2
2011-09-30,361.92,137.98,188.67,184.06
2011-10-03,351.62,133.47,178.96,179.72
2011-10-04,359.33,137.24,190.11,182.02
2011-10-05,365.98,140.39,192.72,184.65
2011-10-06,372.6,143.04,197.0,187.71
2011-10-07,370.11,141.29,192.19,187.59
2011-10-10,382.48,146.16,200.61,192.98
2011-10-11,382.87,147.55,201.99,192.65
2011-10-12,386.23,148.9,204.86,194.3
2011-10-13,385.46,149.99,204.69,193.74
2011-10-14,392.05,152.02,208.74,196.58
2011-10-17,384.56,149.44,202.4,192.46
2011-10-18,392.08,151.7,207.77,195.18
2011-10-19,387.44,148.98,203.72,194.23
2011-10-20,389.14,148.45,204.28,194.88
2011-10-21,396.53,150.43,208.71,199.45
2011-10-24,401.39,154.23,215.43,201.19
2011-10-25,393.58,150.74,209.38,197.65
2011-10-26,397.58,151.45,212.99,200.4
2011-10-27,411.43,156.24,224.23,206.37
2011-10-28,411.34,156.6,223.09,206.54
2011-10-31,401.42,153.78,217.16,201.97
2011-11-01,390.23,149.07,209.47,196.96
2011-11-02,396.59,150.86,214.64,199.92
2011-11-03,403.82,154.49,219.98,203.41
2011-11-04,401.36,153.69,218.89,202.41
2011-11-07,403.85,154.12,218.45,203.85
2011-11-08,409.03,156.0,221.65,205.78
2011-11-09,393.94,150.19,211.08,199.18
2011-11-10,397.65,150.48,212.64,201.21
2011-11-11,405.13,153.18,218.24,205.68
2011-11-14,401.29,152.02,215.1,204.29
2011-11-15,403.28,153.63,217.83,204.56
2011-11-16,396.88,151.19,214.31,201.56
2011-11-17,390.56,148.13,211.26,199.41
2011-11-18,390.16,147.47,211.2,199.73
2011-11-21,382.74,144.56,206.16,195.37
2011-11-22,381.24,144.19,204.42,194.65
2011-11-23,372.82,141.71,198.0,190.57
2011-11-24,372.82,141.71,198.0,190.57
2011-11-25,372.12,140.27,195.48,190.24
2011-11-28,382.9,144.56,204.78,195.26
2011-11-29,383.99,144.49,204.4,196.05
2011-11-30,399.79,149.92,216.34,203.9
2011-12-01,399.72,150.67,214.78,203.8
2011-12-02,399.37,150.56,215.66,203.68
2011-12-05,403.72,151.89,219.36,205.19
2011-12-06,403.85,151.64,219.56,205.94
2011-12-07,405.35,151.04,219.12,207.09
2011-12-08,396.46,148.84,212.32,203.48
2011-12-09,403.18,151.59,218.71,206.6
2011-12-12,397.29,149.63,215.57,203.99
2011-12-13,393.58,147.81,211.08,202.75
2011-12-14,389.39,145.67,208.44,200.73
2011-12-15,390.82,145.73,210.38,201.56
2011-12-16,391.38,146.77,212.02,201.16
2011-12-19,387.19,144.83,208.36,199.7
2011-12-20,398.91,149.19,216.72,205.35
2011-12-21,399.68,147.66,217.6,205.57
2011-12-22,403.22,148.98,218.98,206.79
2011-12-23,406.83,149.91,219.8,208.67
2011-12-26,406.83,149.91,219.8,208.67
2011-12-27,407.15,150.36,220.45,208.73
2011-12-28,401.81,148.63,216.44,206.31
2011-12-29,405.96,149.64,218.62,208.48
2011-12-30,403.96,149.94,217.44,207.34
2012-01-02,403.96,149.94,217.44,207.34
2012-01-03,410.38,151.6,221.06,210.37
2012-01-04,411.04,152.13,219.83,210.95
2012-01-05,412.14,153.07,221.07,210.91
2012-01-06,411.08,153.52,220.52,210.2
2012-01-09,412.07,153.68,221.63,210.42
2012-01-10,415.65,155.18,224.87,211.64
2012-01-11,415.87,155.62,225.76,211.49
2012-01-12,416.87,156.33,226.44,211.9
2012-01-13,414.71,155.37,225.23,211.27
2012-01-16,414.71,155.37,225.23,211.27
2012-01-17,416.32,156.59,225.14,212.05
2012-01-18,420.93,158.79,229.15,213.75
2012-01-19,423.15,160.02,230.56,214.69
2012-01-20,424.72,159.6,230.71,216.32
2012-01-23,423.63,159.55,230.42,216.06
2012-01-24,423.15,159.88,231.74,215.41
2012-01-25,426.69,162.07,233.72,216.81
2012-01-26,424.5,161.19,233.45,216.49
2012-01-27,424.31,161.3,235.05,215.45
2012-01-30,422.86,161.2,233.22,215.07
2012-01-31,422.7,161.78,232.98,214.8
2012-02-01,426.4,163.38,237.99,216.23
2012-02-02,427.07,163.87,239.35,216.11
2012-02-03,433.06,166.54,244.57,218.72
2012-02-06,432.77,166.39,243.77,218.29
2012-02-07,433.87,166.68,243.63,218.96
2012-02-08,435.15,167.52,244.16,219.3
2012-02-09,435.7,167.82,242.95,219.38
2012-02-10,432.48,166.29,239.62,217.83
2012-02-13,435.7,168.09,242.71,219.09
2012-02-14,435.15,168.24,241.62,219.21
2012-02-15,433.13,167.4,239.62,217.85
2012-02-16,437.92,169.91,244.13,219.91
2012-02-17,439.08,169.34,244.1,220.75
2012-02-20,439.08,169.34,244.1,220.75
2012-02-21,439.27,169.15,242.45,220.95
2012-02-22,437.86,168.41,240.53,220.6
2012-02-23,439.79,169.78,244.13,221.35
2012-02-24,440.75,170.19,243.65,221.42
2012-02-27,441.49,170.76,243.24,221.48
2012-02-28,442.78,171.57,242.59,221.83
2012-02-29,441.04,170.39,238.97,220.85
2012-03-01,443.33,171.82,240.2,221.33
2012-03-02,441.98,171.08,236.61,221.3
2012-03-05,440.17,169.73,236.87,221.07
2012-03-06,433.74,167.15,232.16,217.71
2012-03-07,436.76,168.71,234.34,219.04
2012-03-08,441.11,170.58,237.37,220.22
2012-03-09,442.81,171.53,240.59,220.61
2012-03-12,442.85,171.45,240.12,221.14
2012-03-13,450.84,174.22,244.89,224.93
2012-03-14,450.35,174.94,242.89,225.28
2012-03-15,452.95,175.52,244.92,226.18
2012-03-16,453.58,175.84,244.72,226.0
2012-03-19,455.36,177.26,246.78,226.04
2012-03-20,454.03,177.15,244.57,224.85
2012-03-21,453.29,176.55,244.51,224.19
2012-03-22,450.02,175.49,242.15,222.78
2012-03-23,451.48,176.07,244.51,223.52
2012-03-26,457.81,179.14,249.6,226.07
2012-03-27,456.39,179.44,247.86,225.35
2012-03-28,454.13,178.42,246.41,224.17
2012-03-29,453.35,178.1,245.7,224.43
2012-03-30,455.23,177.67,244.9,225.57
2012-04-02,458.56,179.04,247.91,226.43
2012-04-03,456.68,178.76,246.26,225.35
2012-04-04,452.15,176.81,242.33,223.37
2012-04-05,451.93,176.77,241.26,223.16
2012-04-06,451.93,176.77,241.26,223.16
2012-04-09,446.85,175.12,237.3,220.99
2012-04-10,439.35,171.69,231.71,217.38
2012-04-11,442.91,173.21,234.99,218.81
2012-04-12,448.7,175.82,238.36,222.01
2012-04-13,443.36,173.21,235.23,219.75
2012-04-16,443.07,171.74,235.61,220.9
2012-04-17,449.64,175.25,239.01,224.1
2012-04-18,448.11,174.44,237.21,222.75
2012-04-19,445.24,172.93,235.85,221.71
2012-04-20,445.98,172.82,237.21,222.71
2012-04-23,442.23,170.88,233.93,221.07
2012-04-24,443.91,170.43,235.7,222.27
2012-04-25,449.99,173.87,239.37,223.84
2012-04-26,453.12,175.09,241.73,225.92
2012-04-27,453.87,176.7,243.63,226.17
2012-04-30,452.19,175.47,240.94,225.83
2012-05-01,455.0,175.24,241.17,227.08
2012-05-02,453.66,176.17,241.82,226.86
2012-05-03,450.18,173.66,238.42,225.85
2012-05-04,442.91,170.32,233.9,222.9
2012-05-07,443.23,170.03,234.52,222.47
2012-05-08,441.45,169.3,234.37,221.17
2012-05-09,438.84,168.71,233.04,219.9
2012-05-10,439.74,168.47,233.93,220.07
2012-05-11,438.41,168.92,233.33,219.63
2012-05-14,433.57,166.8,230.23,217.52
2012-05-15,431.08,166.68,229.82,216.43
2012-05-16,429.42,165.13,228.17,216.2
2012-05-17,423.06,162.04,222.98,213.44
2012-05-18,419.44,160.06,220.89,212.01
2012-05-21,426.65,163.9,226.09,214.59
2012-05-22,427.39,163.12,224.73,214.63
2012-05-23,427.62,164.16,226.18,214.42
2012-05-24,428.46,163.22,226.65,215.13
2012-05-25,427.07,163.22,226.5,213.65
2012-05-28,427.07,163.22,226.5,213.65
2012-05-29,432.24,165.11,229.79,215.95
2012-05-30,425.97,163.53,225.38,213.18
2012-05-31,425.03,162.57,225.08,212.68
2012-06-01,414.33,158.32,218.31,208.06
2012-06-04,414.14,158.84,217.81,207.66
2012-06-05,417.27,160.05,220.62,208.19
2012-06-06,426.65,163.37,226.06,213.08
2012-06-07,426.91,162.86,224.58,214.09
2012-06-08,430.3,164.31,227.63,215.66
2012-06-11,424.85,161.75,222.6,213.17
2012-06-12,429.72,163.42,225.41,215.93
2012-06-13,426.97,162.19,222.81,214.73
2012-06-14,431.5,163.44,225.35,217.28
2012-06-15,435.89,164.91,228.37,219.32
2012-06-18,436.73,166.66,228.63,218.96
2012-06-19,440.96,168.93,232.6,220.56
2012-06-20,440.24,168.06,232.24,220.39
2012-06-21,430.36,164.6,226.59,216.05
2012-06-22,433.68,166.51,229.16,217.41
2012-06-25,426.72,163.4,225.59,214.88
2012-06-26,428.87,164.21,226.47,215.43
2012-06-27,432.75,165.51,230.15,217.03
2012-06-28,431.5,163.75,229.76,216.67
2012-06-29,442.27,168.91,236.45,221.23
2012-07-02,443.59,169.67,239.19,221.08
2012-07-03,446.52,171.29,242.31,222.44
2012-07-04,446.52,171.29,242.31,222.44
2012-07-05,444.5,171.69,242.04,221.8
2012-07-06,440.27,169.29,239.33,219.72
2012-07-09,439.72,168.71,238.41,219.15
2012-07-10,435.89,166.7,235.77,217.62
2012-07-11,435.95,166.85,234.97,216.86
2012-07-12,433.84,164.94,234.16,216.27
2012-07-13,441.12,167.46,237.08,219.8
2012-07-16,440.08,166.91,236.12,218.94
2012-07-17,443.1,167.32,236.96,220.15
2012-07-18,446.38,169.49,238.41,222.11
2012-07-19,447.55,170.98,237.61,222.73
2012-07-20,443.46,168.7,234.58,220.89
2012-07-23,438.97,166.66,230.83,218.94
2012-07-24,435.19,164.51,227.8,217.13
2012-07-25,435.3,164.42,228.31,218.25
2012-07-26,442.48,166.3,230.27,221.82
2012-07-27,450.62,170.1,235.74,225.2
2012-07-30,450.64,169.71,234.94,224.96
2012-07-31,447.49,169.49,232.86,223.73
2012-08-01,447.1,168.19,229.02,223.32
2012-08-02,444.01,167.39,228.19,221.75
2012-08-03,452.81,170.75,233.63,225.53
2012-08-06,453.69,171.97,235.44,225.82
2012-08-07,455.97,173.64,237.58,226.65
2012-08-08,456.52,173.38,237.22,226.94
2012-08-09,456.91,173.73,238.35,226.98
2012-08-10,457.66,173.5,237.52,227.6
2012-08-13,457.43,173.78,237.13,227.06
2012-08-14,457.5,173.8,236.57,227.13
2012-08-15,458.02,174.43,238.65,227.24
2012-08-16,461.4,176.37,241.15,228.7
2012-08-17,462.01,177.12,242.84,229.05
2012-08-20,462.05,177.22,242.31,228.98
2012-08-21,460.65,176.81,242.16,227.92
2012-08-22,460.84,177.39,241.0,227.4
2012-08-23,457.09,175.93,239.3,225.52
2012-08-24,459.84,176.68,239.96,227.25
2012-08-27,459.93,177.23,240.67,226.69
2012-08-28,459.48,177.41,241.77,226.35
2012-08-29,459.84,177.63,242.51,226.45
2012-08-30,456.52,175.82,240.11,224.72
2012-08-31,458.7,176.45,241.09,226.38
2012-09-03,458.7,176.45,241.09,226.38
2012-09-04,458.28,177.45,244.03,225.26
2012-09-05,457.89,176.97,244.09,225.5
2012-09-06,467.18,180.26,248.57,229.74
2012-09-07,469.0,180.7,250.42,229.95
2012-09-10,466.34,178.92,249.29,229.15
2012-09-11,467.64,179.48,249.83,230.21
2012-09-12,469.2,179.03,251.1,230.69
2012-09-13,476.34,182.05,254.4,234.18
2012-09-14,478.46,183.56,256.78,235.0
2012-09-17,476.83,183.12,255.59,234.43
2012-09-18,476.44,183.24,254.76,234.56
2012-09-19,476.7,183.72,254.31,234.77
2012-09-20,476.73,183.31,253.18,235.15
2012-09-21,476.54,183.23,254.1,234.81
2012-09-24,475.8,181.95,253.28,234.55
2012-09-25,470.75,180.31,249.64,232.85
2012-09-26,468.12,178.1,248.06,232.09
2012-09-27,472.52,181.32,250.74,233.3
2012-09-28,470.33,179.67,248.95,232.35
2012-10-01,471.55,179.37,249.79,233.61
2012-10-02,472.06,179.85,250.26,233.09
2012-10-03,473.99,180.73,249.55,233.44
2012-10-04,477.37,181.86,251.25,234.9
2012-10-05,477.42,181.03,250.95,235.66
2012-10-08,475.79,179.8,249.37,235.12
2012-10-09,471.08,177.0,246.45,233.28
2012-10-10,468.08,175.96,246.06,231.01
2012-10-11,468.34,176.06,246.95,230.75
2012-10-12,466.8,175.58,244.95,230.75
2012-10-15,470.69,176.59,246.56,232.3
2012-10-16,475.46,178.62,248.38,234.51
2012-10-17,477.61,179.0,250.62,234.74
2012-10-18,476.37,177.18,249.25,234.62
2012-10-19,468.43,173.71,244.21,231.04
2012-10-22,468.5,173.17,244.15,231.03
2012-10-23,462.0,172.64,242.93,226.93
2012-10-24,460.69,172.11,242.27,226.51
2012-10-25,462.03,171.75,243.25,227.0
2012-10-26,461.77,172.75,242.09,227.02
2012-10-29,461.77,172.75,242.09,227.02
2012-10-30,461.77,172.75,242.09,227.02
2012-10-31,461.77,171.41,243.55,226.69
2012-11-01,466.61,174.5,246.12,229.08
2012-11-02,462.46,172.3,242.24,226.81
2012-11-05,463.4,173.07,243.84,227.16
2012-11-06,467.03,174.26,245.67,229.2
2012-11-07,456.45,170.15,239.7,224.34
2012-11-08,450.96,167.66,236.33,222.16
2012-11-09,451.35,168.35,236.84,222.03
2012-11-12,451.69,168.45,236.15,222.24
2012-11-13,450.14,166.85,234.81,221.36
2012-11-14,444.06,164.51,230.45,218.29
2012-11-15,443.31,163.66,229.26,217.85
2012-11-16,445.5,164.86,231.17,218.57
2012-11-19,454.52,168.3,236.06,222.1
2012-11-20,454.71,168.61,236.48,222.24
2012-11-21,455.56,168.96,237.73,223.01
2012-11-22,455.56,168.96,237.73,223.01
2012-11-23,461.77,171.32,240.09,226.03
2012-11-26,460.79,172.29,240.87,225.39
2012-11-27,458.44,171.82,240.57,223.93
2012-11-28,462.13,172.88,242.6,225.6
2012-11-29,464.29,174.11,245.37,226.47
2012-11-30,464.4,174.66,244.89,226.4
2012-12-03,462.1,174.17,244.63,225.45
2012-12-04,461.44,174.01,244.92,225.16
2012-12-05,462.26,172.06,244.63,226.64
2012-12-06,463.83,173.06,245.01,227.51
2012-12-07,465.25,172.26,245.19,228.94
2012-12-10,465.44,173.14,246.27,229.25
2012-12-11,468.6,174.74,248.86,230.58
2012-12-12,468.83,174.15,247.46,230.59
2012-12-13,465.95,172.85,245.88,229.39
2012-12-14,464.24,171.89,245.73,228.77
2012-12-17,469.68,174.39,249.19,230.47
2012-12-18,474.9,176.85,252.6,232.4
2012-12-19,471.38,177.11,253.15,230.78
2012-12-20,474.09,176.89,254.41,231.78
2012-12-21,469.81,175.21,253.36,230.06
2012-12-24,468.37,174.45,252.12,228.63
2012-12-25,468.37,174.45,252.12,228.63
2012-12-26,466.39,173.45,250.32,228.35
2012-12-27,465.77,173.24,250.14,227.98
2012-12-28,460.73,172.17,248.36,225.31
2012-12-31,468.56,174.78,253.74,227.95
2013-01-01,468.56,174.78,253.74,227.95
2013-01-02,480.57,180.52,261.21,233.51
2013-01-03,479.5,179.78,260.61,233.27
2013-01-04,481.59,180.03,262.54,234.02
2013-01-07,480.27,180.02,261.54,233.06
2013-01-08,478.89,179.61,261.36,232.28
2013-01-09,480.11,180.21,262.63,233.41
2013-01-10,483.93,180.83,263.23,234.86
2013-01-11,483.9,181.12,262.84,235.17
2013-01-14,483.57,180.59,262.99,235.47
2013-01-15,483.9,180.36,264.13,235.8
2013-01-16,483.83,180.87,263.35,235.47
2013-01-17,486.96,182.23,265.79,237.11
2013-01-18,488.04,181.57,266.54,237.82
2013-01-21,488.04,181.57,266.54,237.82
2013-01-22,490.67,182.28,268.47,238.95
2013-01-23,491.46,182.94,267.83,240.21
2013-01-24,491.59,181.75,268.71,241.19
2013-01-25,494.36,182.71,270.66,242.24
2013-01-28,493.77,183.1,270.84,242.29
2013-01-29,495.71,183.06,270.99,243.3
2013-01-30,493.77,182.1,267.74,242.48
2013-01-31,492.55,182.29,269.58,241.87
2013-02-01,497.62,184.26,271.96,244.2
2013-02-04,492.01,181.83,268.68,242.15
2013-02-05,496.99,184.1,271.08,243.58
2013-02-06,497.35,183.72,272.23,243.92
2013-02-07,496.69,183.87,271.32,243.41
2013-02-08,499.46,185.07,273.25,244.18
2013-02-11,499.36,185.11,272.95,243.81
2013-02-12,500.18,184.98,274.15,244.74
2013-02-13,500.61,185.38,275.3,244.42
2013-02-14,501.07,185.52,275.99,244.41
2013-02-15,500.48,185.02,276.08,244.31
2013-02-18,500.48,185.02,276.08,244.31
2013-02-19,504.23,186.6,278.52,245.22
2013-02-20,497.94,183.58,273.34,243.32
2013-02-21,494.92,181.29,270.69,242.67
2013-02-22,499.75,183.18,273.94,244.94
2013-02-25,490.25,182.68,267.89,241.18
2013-02-26,493.6,181.18,268.95,243.14
2013-02-27,499.82,184.05,271.78,246.33
2013-02-28,498.83,183.66,272.29,245.77
2013-03-01,500.48,183.96,273.52,246.57
2013-03-04,503.14,184.34,274.24,247.15
2013-03-05,507.65,187.13,277.43,249.38
2013-03-06,508.34,187.04,278.16,250.25
2013-03-07,509.25,187.71,279.48,250.78
2013-03-08,511.43,188.45,282.07,251.86
2013-03-11,513.38,188.93,281.98,252.92
2013-03-12,512.22,188.34,281.41,252.99
2013-03-13,512.96,188.37,282.46,253.09
2013-03-14,515.68,189.13,285.29,254.62
2013-03-15,515.0,188.34,285.14,254.25
2013-03-18,512.16,187.66,283.57,253.11
2013-03-19,510.97,187.56,282.37,253.34
2013-03-20,514.54,189.01,284.99,254.23
2013-03-21,510.14,187.22,282.49,252.62
2013-03-22,514.24,188.11,283.36,254.39
2013-03-25,512.09,188.11,283.52,253.18
2013-03-26,516.19,188.93,284.43,255.06
2013-03-27,516.19,188.92,284.62,254.5
2013-03-28,517.78,189.85,284.97,255.13
2013-03-29,517.78,189.85,284.97,255.13
2013-04-01,515.73,187.87,281.14,255.18
2013-04-02,518.27,188.52,279.39,256.8
2013-04-03,513.02,186.98,275.01,254.81
2013-04-04,515.1,187.18,277.37,255.92
2013-04-05,512.78,186.38,276.82,255.11
2013-04-08,516.26,186.76,279.12,256.23
2013-04-09,518.04,187.96,278.3,257.22
2013-04-10,524.39,191.42,283.34,259.45
2013-04-11,526.1,191.86,283.74,260.54
2013-04-12,524.82,191.2,282.59,260.57
2013-04-15,512.65,186.88,271.94,255.99
2013-04-16,520.22,189.36,276.64,258.71
2013-04-17,512.62,186.2,271.83,256.23
2013-04-18,509.42,184.15,270.34,254.88
2013-04-19,513.84,186.13,273.45,255.06
2013-04-22,516.12,188.18,274.23,255.38
2013-04-23,521.45,189.88,278.58,257.98
2013-04-24,521.78,190.46,280.02,257.36
2013-04-25,523.89,191.33,281.86,257.91
2013-04-26,522.97,190.57,280.36,258.12
2013-04-29,526.47,192.37,282.38,259.84
2013-04-30,527.72,193.23,283.98,260.12
2013-05-01,523.1,191.45,277.1,257.87
2013-05-02,527.96,194.25,281.5,260.02
2013-05-03,533.3,196.65,285.97,262.48
2013-05-06,534.66,197.49,287.81,262.6
2013-05-07,537.37,197.62,290.16,264.06
2013-05-08,539.82,198.48,291.01,265.25
2013-05-09,538.3,198.39,290.01,265.08
2013-05-10,540.05,199.63,292.22,265.43
2013-05-13,540.48,199.67,292.0,265.11
2013-05-14,546.07,201.57,295.75,267.34
2013-05-15,548.99,202.36,296.35,268.49
2013-05-16,546.43,201.81,295.6,267.91
2013-05-17,551.72,203.68,298.92,269.87
2013-05-20,551.68,203.82,299.4,269.7
2013-05-21,552.48,204.03,299.46,270.52
2013-05-22,548.38,202.54,295.08,269.34
2013-05-23,546.79,201.52,295.45,269.22
2013-05-24,546.32,201.17,295.38,269.22
2013-05-27,546.32,201.17,295.38,269.22
2013-05-28,549.6,203.1,299.22,271.18
2013-05-29,546.03,202.37,296.44,269.34
2013-05-30,548.05,203.79,298.43,269.8
2013-05-31,540.17,202.13,295.14,266.28
2013-06-03,543.16,201.36,297.95,268.41
2013-06-04,540.55,200.94,294.78,267.23
2013-06-05,532.99,197.95,291.01,263.12
2013-06-06,537.8,199.26,294.09,264.78
2013-06-07,544.65,202.27,296.35,268.43
2013-06-10,544.65,202.55,298.16,268.23
2013-06-11,539.02,200.69,294.93,266.45
2013-06-12,534.57,198.55,292.0,264.09
2013-06-13,542.7,200.59,297.18,267.44
2013-06-14,539.27,199.74,294.87,265.5
2013-06-17,543.46,201.01,296.8,267.48
2013-06-18,547.74,203.08,300.3,269.8
2013-06-19,540.18,202.51,296.62,266.26
2013-06-20,526.8,196.27,288.78,260.07
2013-06-21,528.48,195.62,289.64,260.87
2013-06-24,521.8,194.01,285.82,258.31
2013-06-25,526.84,195.33,288.56,260.11
2013-06-26,532.04,197.01,289.92,262.75
2013-06-27,535.16,198.45,294.42,264.71
2013-06-28,532.97,198.56,292.73,262.32
2013-07-01,536.09,200.15,297.5,263.86
2013-07-02,535.59,200.57,297.29,262.99
2013-07-03,535.82,201.13,297.89,264.07
2013-07-04,535.82,201.13,297.89,264.07
2013-07-05,541.6,202.53,302.11,266.68
2013-07-08,544.68,203.41,303.32,268.45
2013-07-09,548.61,204.65,306.14,269.81
2013-07-10,548.82,205.73,306.99,269.67
2013-07-11,556.29,209.16,310.59,272.62
2013-07-12,556.52,210.07,311.23,272.25
2013-07-15,558.66,211.0,313.96,273.08
2013-07-16,556.57,210.15,312.38,272.48
2013-07-17,557.98,210.49,313.59,272.72
2013-07-18,561.04,211.01,315.68,274.31
2013-07-19,562.04,209.39,316.17,274.29
2013-07-22,563.13,210.07,316.84,274.27
2013-07-23,561.94,209.03,316.62,274.71
2013-07-24,559.88,208.51,313.99,274.25
2013-07-25,561.24,210.01,316.87,274.29
2013-07-26,561.84,210.61,315.59,274.36
2013-07-29,560.11,209.93,313.38,273.95
2013-07-30,560.1,211.04,313.65,273.92
2013-07-31,560.51,212.08,314.18,273.79
2013-08-01,566.99,214.02,318.47,275.65
2013-08-02,567.95,215.4,318.75,276.2
2013-08-05,567.12,215.72,319.84,275.47
2013-08-06,563.9,214.01,316.62,273.81
2013-08-07,562.07,213.26,314.38,273.26
2013-08-08,564.13,214.33,315.68,273.53
2013-08-09,562.5,213.71,315.35,272.5
2013-08-12,561.84,214.23,317.02,272.36
2013-08-13,563.5,215.12,316.59,273.09
2013-08-14,560.61,214.2,315.35,271.11
2013-08-15,552.77,210.81,309.5,267.22
2013-08-16,550.94,210.32,308.2,266.8
2013-08-19,547.42,209.4,305.07,265.45
2013-08-20,550.11,210.85,309.47,265.47
2013-08-21,546.72,211.31,307.59,263.5
2013-08-22,551.7,211.98,311.93,264.85
2013-08-23,553.56,213.72,312.71,265.61
2013-08-26,551.51,213.62,312.74,264.51
2013-08-27,542.63,208.96,305.41,261.48
2013-08-28,544.56,210.59,306.02,262.44
2013-08-29,545.43,211.16,309.08,262.81
2013-08-30,543.7,209.71,304.26,262.1
2013-09-02,543.7,209.71,304.26,262.1
2013-09-03,546.16,210.85,306.32,262.56
2013-09-04,550.67,213.22,309.02,264.46
2013-09-05,551.37,213.77,309.5,264.35
2013-09-06,551.64,214.36,310.35,264.3
2013-09-09,556.93,216.35,315.05,266.74
2013-09-10,561.04,217.71,318.14,269.08
2013-09-11,562.8,217.23,318.29,271.49
2013-09-12,561.31,216.98,315.96,271.28
2013-09-13,562.57,217.55,317.69,272.45
2013-09-16,565.82,217.34,318.38,274.67
2013-09-17,568.35,218.93,321.53,275.29
2013-09-18,574.93,220.88,324.6,277.77
2013-09-19,573.96,221.3,324.26,277.11
2013-09-20,569.97,221.03,323.08,274.07
2013-09-23,567.33,219.42,323.11,273.02
2013-09-24,566.0,220.33,324.18,271.87
2013-09-25,564.36,219.38,323.57,270.73
2013-09-26,566.53,221.37,325.37,271.67
2013-09-27,563.92,220.95,323.91,270.36
2013-09-30,560.92,219.68,324.0,268.21
2013-10-01,565.36,223.24,327.77,269.31
2013-10-02,564.83,222.96,326.43,268.17
2013-10-03,559.62,220.61,323.09,265.85
2013-10-04,563.86,222.29,325.25,267.2
2013-10-07,558.99,220.4,321.45,264.66
2013-10-08,552.48,216.35,316.23,262.05
2013-10-09,552.88,214.42,314.97,262.49
